loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,mths_since_earliest_cr_line,issue_month,y
12000,12000,60,9.99,254.91,B,B4,10,RENT,180000,Source Verified,moving,CA,12.41,0,0,,11,0,27081,56.3,20,f,0.0,0,,,,207,2010-12,0
15000,15000,36,12.35,500.73,B,B4,0,RENT,55000,Source Verified,credit_card,IL,12.22,0,1,,18,1,13153,41.2,25,f,0.0,0,0.0,113036.0,31950.0,438,2013-08,1
21000,21000,36,10.74,684.94,B,B4,10,MORTGAGE,93000,Verified,credit_card,MD,17.7,0,0,,11,0,45439,82.3,24,f,0.0,0,,,,297,2011-04,0
14850,14850,36,12.12,494.09,B,B3,5,MORTGAGE,60684,Verified,credit_card,OR,7.79,0,1,,10,0,16040,76.0,31,f,0.0,0,0.0,321817.0,21100.0,179,2013-04,0
5000,5000,36,7.9,156.46,A,A4,0,MORTGAGE,56088,Not Verified,debt_consolidation,CA,19.61,0,0,35.0,10,0,29702,79.7,29,f,0.0,0,,,,507,2012-03,0
12000,12000,36,13.05,404.62,B,B5,7,MORTGAGE,63000,Not Verified,debt_consolidation,WA,10.42,0,2,,8,0,20593,70.3,20,f,0.0,0,594.0,20593.0,29300.0,159,2013-08,0
12000,12000,36,9.67,385.35,B,B1,9,MORTGAGE,75000,Source Verified,credit_card,CA,20.29,0,1,46.0,7,0,102488,65.8,16,f,0.0,0,0.0,672852.94,119200.0,185,2013-12,0
8000,8000,36,7.62,249.3,A,A3,10,MORTGAGE,95000,Not Verified,debt_consolidation,WA,9.18,0,1,32.0,11,0,13691,22.5,35,w,0.0,0,0.0,188080.0,60905.0,223,2013-08,0
20000,20000,60,11.99,444.79,B,B3,10,MORTGAGE,75000,Verified,debt_consolidation,CO,11.97,0,0,50.0,17,0,25942,33.1,42,f,0.0,0,0.0,211294.0,78400.0,273,2014-01,0
25000,25000,36,8.19,785.61,A,A5,10,MORTGAGE,85000,Verified,debt_consolidation,NJ,23.04,0,0,,12,1,13702,62.3,41,w,0.0,0,0.0,310703.0,22000.0,276,2014-11,0
19000,19000,36,10.64,618.81,B,B2,3,MORTGAGE,71400,Source Verified,debt_consolidation,TX,10.99,0,0,78.0,8,0,11349,71.7,17,f,0.0,0,0.0,228133.0,17300.0,176,2013-09,0
10000,10000,60,23.43,284.39,F,F1,0,MORTGAGE,51000,Verified,debt_consolidation,RI,26.83,0,3,30.0,12,0,7482,69.9,48,f,0.0,0,4619.0,235393.0,10700.0,309,2014-05,1
8225,8225,36,10.64,267.88,B,B2,10,RENT,43000,Not Verified,debt_consolidation,FL,14.9,0,0,,3,0,5129,86.9,10,w,0.0,0,0.0,13039.0,5900.0,212,2013-09,0
9750,9750,36,12.99,328.47,C,C1,2,RENT,72000,Verified,debt_consolidation,NC,26.21,0,1,,31,0,1743,4.6,48,f,0.0,0,0.0,66711.0,38100.0,190,2014-07,0
5000,5000,36,14.49,172.09,C,C4,0,MORTGAGE,13000,Verified,debt_consolidation,FL,28.53,0,0,,9,0,8968,77.3,19,w,0.0,0,0.0,8968.0,11600.0,289,2014-08,0
25475,25475,60,21.48,696.09,E,E4,7,MORTGAGE,52000,Verified,debt_consolidation,NY,25.06,0,1,,10,0,32000,93.8,34,f,0.0,0,,,,214,2012-06,1
3600,3600,36,24.5,142.19,F,F3,3,RENT,90000,Not Verified,other,PA,13.08,0,3,,16,0,10722,87.2,42,f,0.0,0,0.0,35837.0,12300.0,211,2013-08,1
17475,17475,60,18.99,453.22,E,E1,0,OWN,52000,Source Verified,debt_consolidation,FL,15.32,2,1,3.0,10,1,6148,34.9,20,f,0.0,0,0.0,16878.0,17600.0,181,2014-09,0
15000,15000,36,11.55,495.0,B,B3,10,MORTGAGE,50000,Verified,debt_consolidation,TN,15.17,1,0,21.0,11,1,13177,35.4,21,f,0.0,0,0.0,42361.0,37200.0,226,2013-08,1
4500,4500,36,13.49,152.69,C,C1,3,OWN,55000,Not Verified,debt_consolidation,CT,21.4,0,0,45.0,8,0,4439,39.6,16,f,0.0,0,,,,195,2011-09,1
24000,24000,36,8.9,762.08,A,A5,10,MORTGAGE,175000,Not Verified,credit_card,PA,14.9,0,2,28.0,12,0,16468,62.9,33,f,0.0,0,0.0,409807.0,26200.0,260,2013-02,1
35000,35000,36,15.8,1227.05,C,C3,4,MORTGAGE,130000,Verified,debt_consolidation,NC,13.5,0,0,,15,0,24951,71.9,42,f,0.0,0,0.0,155385.0,34700.0,249,2013-04,0
6000,6000,36,16.2,211.54,C,C4,3,MORTGAGE,70000,Source Verified,medical,WA,15.58,2,0,9.0,6,0,12724,55.8,25,f,0.0,0,0.0,237580.0,22800.0,260,2013-12,0
6000,6000,36,10.74,195.7,B,B2,4,RENT,50000,Not Verified,credit_card,NJ,15.74,0,0,,16,0,8203,68.4,22,f,0.0,0,,,,167,2012-07,0
4500,4500,36,7.12,139.2,A,A3,10,MORTGAGE,58000,Source Verified,home_improvement,CA,16.88,0,0,,7,0,13479,69.8,21,f,0.0,0,0.0,220159.0,104300.0,189,2014-09,0
15000,15000,36,9.67,481.69,B,B1,10,MORTGAGE,65000,Source Verified,credit_card,NY,12.13,0,0,,8,1,23587,46.2,19,w,0.0,0,0.0,127174.0,51100.0,397,2013-12,0
16000,16000,36,16.99,570.37,D,D3,10,MORTGAGE,100000,Source Verified,debt_consolidation,AZ,11.16,1,3,12.0,7,0,5354,97.3,15,w,0.0,0,0.0,284017.0,5500.0,286,2014-08,0
12000,12000,60,18.99,311.23,E,E1,6,OWN,51000,Source Verified,debt_consolidation,WI,19.48,0,0,71.0,11,0,17870,77.0,23,f,0.0,0,0.0,27906.0,23200.0,220,2014-07,1
18000,18000,36,15.8,631.06,C,C3,10,OWN,90000,Verified,debt_consolidation,WI,27.76,0,2,,14,0,20552,77.3,37,f,0.0,0,0.0,231949.0,26600.0,270,2013-05,0
9800,9800,36,15.99,344.5,D,D2,2,MORTGAGE,136000,Source Verified,debt_consolidation,CA,16.73,0,1,,14,0,39491,88.3,42,f,0.0,0,,,,228,2011-06,0
12000,12000,36,11.14,393.67,B,B2,0,MORTGAGE,95100,Source Verified,debt_consolidation,CA,10.7,1,0,5.0,8,0,16374,54.0,19,f,0.0,0,,,,166,2012-08,0
27575,27575,36,12.12,917.47,B,B3,6,MORTGAGE,70000,Not Verified,credit_card,TX,16.18,0,1,,9,0,15881,69.0,14,f,0.0,0,0.0,24278.0,23000.0,281,2012-09,0
6400,6400,36,5.99,194.68,A,A2,10,RENT,36000,Verified,debt_consolidation,FL,24.47,0,0,,12,0,7478,19.0,21,f,0.0,0,,,,200,2011-05,0
6775,6775,36,7.62,211.12,A,A3,4,MORTGAGE,43000,Source Verified,major_purchase,KS,9.66,0,2,,11,0,1654,4.0,21,f,0.0,0,0.0,46568.0,41100.0,452,2012-09,0
10800,10800,60,16.2,263.79,C,C4,4,RENT,40000,Verified,debt_consolidation,IL,17.97,1,1,11.0,9,0,4613,37.5,20,w,0.0,0,0.0,34627.0,12300.0,133,2013-11,1
4000,4000,36,13.66,136.06,C,C3,3,MORTGAGE,42000,Not Verified,debt_consolidation,PA,34.29,0,1,,9,0,21547,72.8,26,w,0.0,0,0.0,169816.0,29600.0,201,2014-12,0
11875,11875,36,14.09,406.38,B,B5,3,RENT,34000,Verified,debt_consolidation,FL,33.99,0,0,,10,0,8150,79.1,26,f,0.0,0,0.0,36222.0,10300.0,192,2013-02,0
19200,19200,60,14.98,456.57,C,C3,10,MORTGAGE,60000,Source Verified,debt_consolidation,TX,28.68,1,0,8.0,13,0,8060,33.7,21,f,0.0,0,0.0,117489.0,23900.0,164,2014-01,1
16000,16000,60,21.98,441.73,E,E4,0,MORTGAGE,125016,Verified,other,IN,15.22,0,1,,9,0,30754,85.9,27,w,0.0,0,0.0,329204.0,35800.0,237,2013-04,0
25000,25000,36,6.62,767.6,A,A2,10,RENT,54973,Verified,debt_consolidation,VA,22.82,0,0,,17,0,8577,15.9,26,f,0.0,0,,,,194,2012-05,0
30000,30000,60,16.77,741.88,E,E2,8,MORTGAGE,81996,Not Verified,debt_consolidation,WV,15.57,0,0,,12,0,25502,91.8,23,f,0.0,0,,,,224,2011-04,0
20000,20000,36,13.11,674.94,B,B4,10,MORTGAGE,73000,Not Verified,credit_card,WV,18.53,0,1,,11,0,30849,47.3,24,w,0.0,0,0.0,131620.0,65200.0,274,2012-11,0
6000,6000,36,19.72,222.13,D,D5,0,RENT,75000,Source Verified,debt_consolidation,MN,17.0,0,3,33.0,14,0,11570,52.6,33,f,0.0,0,0.0,72447.0,22000.0,178,2013-01,0
20000,20000,36,7.69,623.88,A,A4,0,MORTGAGE,126000,Source Verified,debt_consolidation,CA,11.13,0,0,46.0,8,0,13976,46.6,25,f,0.0,0,0.0,310210.0,30000.0,410,2014-10,0
11325,11325,60,22.4,315.37,E,E3,10,MORTGAGE,50000,Verified,debt_consolidation,NY,20.23,0,0,,14,0,9886,65.0,18,f,0.0,0,0.0,86376.0,15200.0,285,2013-10,1
5500,5500,36,9.99,177.45,B,B1,10,RENT,73000,Not Verified,debt_consolidation,CA,22.96,0,0,,14,0,27966,77.0,32,f,0.0,0,,,,280,2011-07,0
1600,1600,60,9.25,33.41,B,B2,4,RENT,26400,Not Verified,medical,CA,22.77,0,0,,7,0,1111,12.6,10,f,0.0,0,,,,184,2010-11,0
6000,6000,36,17.57,215.63,D,D4,8,RENT,50000,Verified,credit_card,CT,6.32,1,1,17.0,16,0,7442,32.1,27,w,0.0,0,0.0,290848.0,23200.0,156,2014-09,0
5000,5000,36,11.89,165.82,B,B4,4,MORTGAGE,30000,Not Verified,educational,FL,18.2,0,0,,6,0,1984,24.8,7,f,0.0,0,,,,157,2009-08,1
12300,12300,36,10.16,397.82,B,B1,2,MORTGAGE,35905,Verified,debt_consolidation,UT,9.79,0,0,,4,0,6245,96.1,12,f,0.0,0,0.0,131583.0,6500.0,214,2013-05,0
16400,16400,36,13.68,557.97,C,C1,0,RENT,37000,Verified,debt_consolidation,OH,18.71,0,1,,12,0,16357,74.7,20,w,0.0,0,0.0,89242.0,21900.0,194,2013-09,0
28100,28100,60,21.98,775.78,E,E4,10,RENT,77000,Verified,debt_consolidation,CA,20.88,0,0,,16,0,33770,92.5,23,f,0.0,0,0.0,40484.0,36500.0,295,2013-05,1
16000,16000,36,14.96,554.32,D,D2,6,RENT,80000,Not Verified,debt_consolidation,CA,24.63,0,1,30.0,13,0,21557,68.0,48,f,0.0,0,,,,236,2010-01,0
6500,6500,36,11.99,215.87,B,B3,3,MORTGAGE,88000,Source Verified,credit_card,TX,11.59,1,0,19.0,9,0,3760,12.5,36,w,0.0,0,17505.0,156797.0,30000.0,225,2014-02,0
21600,21600,60,17.77,545.8,D,D1,10,MORTGAGE,55000,Verified,debt_consolidation,OK,21.58,0,1,41.0,7,0,13167,73.6,18,w,0.0,0,0.0,130915.0,17900.0,296,2012-12,0
9600,9600,36,13.67,326.57,B,B5,10,MORTGAGE,52000,Verified,credit_card,CA,9.83,0,2,,8,1,19028,72.1,24,f,0.0,0,0.0,19028.0,26400.0,197,2013-10,0
6000,6000,36,8.39,189.1,A,A5,0,MORTGAGE,103000,Not Verified,debt_consolidation,IL,22.11,0,1,60.0,16,0,28424,75.8,34,f,0.0,0,0.0,338208.0,37500.0,216,2014-10,0
6000,6000,36,12.69,201.27,B,B5,1,RENT,44000,Not Verified,debt_consolidation,OH,16.72,0,1,,12,0,8374,64.9,18,f,0.0,0,,,,155,2011-11,0
19950,19950,60,26.06,598.03,G,G5,3,RENT,60000,Verified,house,FL,12.66,1,1,5.0,9,0,2486,14.6,12,w,0.0,0,0.0,212220.0,17000.0,123,2014-09,0
10500,10500,36,10.64,341.97,B,B2,6,MORTGAGE,45000,Verified,debt_consolidation,TX,27.39,0,0,,23,0,6213,17.9,27,f,0.0,0,0.0,154864.0,34800.0,170,2013-07,1
12000,12000,36,10.37,389.3,B,B3,0,RENT,43680,Source Verified,wedding,TX,17.91,0,0,49.0,4,0,3208,64.2,10,f,0.0,0,,,,190,2011-04,0
35000,35000,60,13.66,808.24,C,C3,2,RENT,125000,Verified,credit_card,MD,14.8,1,0,9.0,5,0,13170,51.6,27,w,0.0,0,1760.0,56180.0,25500.0,271,2014-12,0
7675,7675,36,17.99,277.44,D,D2,3,RENT,40000,Source Verified,debt_consolidation,DE,7.26,0,2,,8,0,7295,44.5,10,f,0.0,0,,,,121,2012-06,0
7000,7000,36,16.77,248.77,D,D2,10,OWN,75000,Verified,debt_consolidation,NY,19.84,0,1,,16,0,25689,82.3,25,f,0.0,0,,,,251,2012-01,0
3000,3000,36,12.18,99.9,B,B4,2,MORTGAGE,41000,Not Verified,other,CA,6.67,0,3,,4,0,4561,95.0,13,f,0.0,0,,,,241,2009-10,0
27500,27500,60,12.99,625.57,C,C1,2,MORTGAGE,60000,Verified,major_purchase,CA,24.15,0,0,,12,0,2159,5.2,17,w,0.0,0,0.0,37468.0,41500.0,159,2014-06,0
6350,6350,36,16.99,226.37,D,D1,0,MORTGAGE,18000,Verified,debt_consolidation,GA,24.6,1,3,18.0,12,3,4764,33.8,46,f,0.0,0,0.0,20755.0,14100.0,339,2014-01,0
12800,12800,60,14.65,302.17,C,C3,4,RENT,39000,Source Verified,credit_card,CA,23.48,0,1,,5,0,13297,83.1,20,f,0.0,0,,,,224,2011-11,1
8000,8000,36,13.65,272.07,C,C1,4,MORTGAGE,42000,Verified,debt_consolidation,MN,19.77,0,3,,8,1,8050,75.0,25,w,0.0,0,0.0,22000.0,10700.0,519,2014-04,0
16825,16825,36,18.75,614.62,D,D3,8,MORTGAGE,89000,Verified,house,FL,12.35,0,0,64.0,11,0,13761,88.2,18,w,0.0,0,0.0,133976.0,15600.0,231,2012-10,1
8000,8000,36,13.11,269.98,B,B4,10,MORTGAGE,65220,Not Verified,credit_card,CA,7.34,0,1,68.0,9,0,10897,34.9,36,f,0.0,0,0.0,11327.0,31200.0,286,2013-01,0
35000,35000,60,19.72,921.85,D,D5,4,MORTGAGE,180000,Verified,debt_consolidation,CA,6.0,1,0,2.0,8,0,22550,38.5,22,f,0.0,0,0.0,390101.0,58564.0,230,2013-02,0
10000,10000,60,10.75,216.18,B,B2,3,MORTGAGE,55000,Verified,major_purchase,KY,1.11,0,0,,6,0,799,3.1,25,f,0.0,0,,,,245,2010-07,0
8000,8000,36,11.99,265.68,B,B3,8,RENT,45000,Source Verified,credit_card,CA,19.17,0,2,,10,0,15752,50.8,12,f,0.0,0,0.0,24161.0,31000.0,124,2014-04,1
13425,13425,60,17.57,337.78,D,D4,3,RENT,56000,Source Verified,debt_consolidation,PA,22.8,3,0,11.0,9,0,11967,86.1,19,w,0.0,0,0.0,44568.0,13900.0,236,2014-10,0
8000,8000,36,17.77,288.3,D,D1,8,RENT,48000,Not Verified,debt_consolidation,CO,20.23,0,0,,8,0,5426,67.0,11,f,0.0,0,0.0,18991.0,8100.0,168,2012-10,0
8875,8875,36,10.64,289.05,B,B2,2,MORTGAGE,69500,Not Verified,credit_card,PA,2.16,0,1,58.0,7,1,4198,53.8,13,f,0.0,0,774.0,159148.0,7800.0,500,2013-07,0
4725,4725,36,7.9,147.85,A,A4,8,RENT,24000,Not Verified,house,NV,6.55,0,0,,8,0,3512,39.9,16,f,0.0,0,,,,199,2012-07,0
2500,2500,36,18.99,91.63,E,E1,0,RENT,32970,Verified,other,FL,7.86,0,0,,12,1,1778,9.7,21,f,0.0,0,0.0,1778.0,18300.0,198,2014-05,0
16000,16000,36,7.9,500.65,A,A4,6,RENT,54000,Not Verified,small_business,MA,13.73,0,0,,9,1,13406,29.1,18,f,0.0,0,,,,245,2011-10,0
4000,4000,36,8.9,127.02,A,A5,4,RENT,26000,Not Verified,debt_consolidation,FL,29.86,1,0,17.0,13,0,11847,47.0,21,f,0.0,0,,,,259,2012-08,1
13000,13000,36,18.49,473.19,D,D2,9,RENT,36000,Not Verified,credit_card,VA,10.2,1,0,20.0,6,0,8671,62.8,17,f,0.0,0,0.0,8671.0,13800.0,207,2012-11,0
6000,6000,36,8.0,188.02,A,A3,8,MORTGAGE,92004,Not Verified,debt_consolidation,TX,5.07,0,0,,11,0,21365,39.4,61,f,0.0,0,,,,366,2009-03,1
10000,10000,36,10.99,327.36,B,B4,3,RENT,55000,Not Verified,wedding,NY,5.02,0,1,,8,0,7320,30.8,13,f,0.0,0,,,,137,2010-05,0
7625,7625,36,14.49,262.43,C,C4,10,RENT,75000,Source Verified,debt_consolidation,FL,11.95,0,3,,7,1,5251,37.0,14,f,0.0,0,0.0,6676.0,14100.0,213,2014-10,0
16000,16000,60,23.43,455.01,F,F1,5,MORTGAGE,50000,Source Verified,debt_consolidation,IN,12.41,0,2,,7,0,10665,49.8,15,f,0.0,0,0.0,167335.0,21400.0,102,2014-07,1
24000,24000,60,15.8,581.09,C,C3,6,OWN,88000,Verified,home_improvement,CA,1.21,0,5,26.0,4,0,497,9.9,21,f,0.0,0,0.0,388548.0,5000.0,253,2012-12,0
17600,17600,36,14.09,602.3,B,B5,7,OWN,65566,Not Verified,credit_card,LA,11.71,0,0,,6,0,25623,78.6,26,f,0.0,0,0.0,25623.0,32600.0,334,2013-07,0
20000,20000,36,14.65,689.89,C,C2,4,OWN,100000,Not Verified,debt_consolidation,NY,4.44,0,0,31.0,4,0,8252,81.7,16,f,0.0,0,,,,221,2012-06,0
8500,8500,36,12.99,286.36,B,B4,10,OWN,64000,Source Verified,debt_consolidation,TX,12.48,0,0,68.0,9,0,6918,56.7,23,f,0.0,0,0.0,20840.0,12200.0,297,2013-10,0
6350,6350,36,24.5,250.8,F,F3,1,OWN,20000,Verified,other,KS,8.46,0,0,,2,0,5009,73.7,7,f,0.0,0,0.0,5009.0,6800.0,85,2014-11,0
25000,25000,60,11.14,545.31,B,B2,10,MORTGAGE,82662,Verified,debt_consolidation,MA,19.63,0,1,,21,0,19193,20.0,44,f,0.0,0,0.0,249962.0,95934.0,183,2013-02,0
14400,14400,36,8.67,455.71,B,B1,4,MORTGAGE,108000,Not Verified,debt_consolidation,AZ,8.21,0,0,63.0,12,0,9142,37.5,21,f,0.0,0,0.0,491548.0,24400.0,166,2014-12,0
24000,24000,36,19.52,886.07,D,D4,10,RENT,75138,Verified,debt_consolidation,AK,31.21,0,2,31.0,10,0,9674,40.8,31,f,0.0,0,0.0,69438.0,23712.0,143,2013-07,1
27000,27000,60,23.5,768.92,F,F1,10,MORTGAGE,100000,Verified,debt_consolidation,GA,27.9,0,1,,22,0,33559,48.4,43,f,0.0,0,0.0,72376.0,69300.0,260,2013-07,0
16000,16000,36,11.99,531.36,B,B5,5,MORTGAGE,110000,Verified,debt_consolidation,FL,11.32,0,0,,9,0,24784,84.3,25,f,0.0,0,,,,160,2011-05,0
3600,3600,36,16.29,127.09,D,D2,4,RENT,24000,Verified,debt_consolidation,FL,26.95,0,2,,12,0,2859,21.3,16,w,0.0,0,0.0,30140.0,13400.0,80,2014-09,0
5000,5000,36,13.65,170.04,C,C1,0,MORTGAGE,100000,Not Verified,debt_consolidation,AZ,5.05,0,1,43.0,8,0,3715,82.6,27,f,0.0,0,75.0,249858.0,4500.0,274,2014-05,0
3175,3175,36,13.53,107.8,B,B5,10,MORTGAGE,73400,Verified,debt_consolidation,NJ,21.15,0,1,41.0,7,0,16119,95.4,30,f,0.0,0,0.0,247121.0,16900.0,423,2013-12,0
10000,10000,36,8.9,317.54,A,A5,6,RENT,65000,Not Verified,home_improvement,NY,2.95,1,0,10.0,9,0,3852,17.2,18,f,0.0,0,,,,189,2012-05,0
22000,22000,36,11.14,721.72,B,B2,0,MORTGAGE,50000,Source Verified,house,FL,0.36,0,4,35.0,5,0,119,1.0,16,f,0.0,0,0.0,119.0,11700.0,171,2013-06,0
8000,8000,36,12.99,269.52,C,C1,0,MORTGAGE,50000,Not Verified,debt_consolidation,FL,8.35,0,1,62.0,9,0,14398,60.2,14,w,0.0,0,0.0,168611.0,23900.0,137,2014-07,0
7500,7500,60,16.49,184.35,D,D3,1,MORTGAGE,78000,Source Verified,car,TX,8.98,1,2,7.0,13,0,16885,34.7,42,f,0.0,0,,,,398,2011-07,0
3500,3500,36,11.67,115.7,B,B4,10,MORTGAGE,75000,Not Verified,home_improvement,OK,9.04,1,0,17.0,5,0,4085,99.6,22,w,0.0,0,0.0,177909.0,4100.0,224,2014-07,0
8575,8575,36,11.99,284.78,B,B3,8,MORTGAGE,76000,Verified,debt_consolidation,TX,23.87,5,0,10.0,19,0,6346,61.6,35,f,0.0,0,0.0,298336.0,10300.0,183,2013-11,0
30750,30750,36,15.61,1075.17,C,C5,10,OWN,70000,Verified,debt_consolidation,UT,15.33,0,1,,9,0,64381,70.4,17,w,0.0,0,0.0,188171.0,91500.0,245,2014-05,0
4125,4125,36,13.67,140.33,B,B5,1,MORTGAGE,63000,Verified,other,IL,28.21,0,0,,7,0,4564,97.1,40,f,0.0,0,,,,235,2012-06,0
12075,12075,36,12.49,403.9,B,B5,6,MORTGAGE,65000,Verified,credit_card,MO,28.66,1,1,2.0,16,0,6502,37.4,29,f,0.0,0,0.0,301856.0,17400.0,303,2014-05,0
3600,3600,36,12.39,120.25,C,C1,10,MORTGAGE,65000,Not Verified,debt_consolidation,CA,14.92,0,0,,9,0,4621,37.9,19,w,0.0,0,1740.0,30701.0,12200.0,158,2014-11,0
20000,20000,36,15.61,699.3,C,C4,5,OWN,65000,Source Verified,credit_card,IL,31.11,1,3,10.0,12,0,23125,51.5,40,f,0.0,0,0.0,64510.0,44900.0,188,2014-02,0
18375,18375,36,18.25,666.61,D,D3,5,RENT,54108,Not Verified,house,TX,20.31,4,1,12.0,8,0,7980,86.5,31,w,0.0,0,0.0,43421.0,9500.0,174,2014-03,0
20000,20000,36,9.99,645.25,B,B1,9,MORTGAGE,120000,Verified,debt_consolidation,CA,9.84,0,0,,11,0,22145,35.5,30,f,0.0,0,,,,210,2011-07,0
24000,24000,36,12.99,808.54,B,B4,10,MORTGAGE,76918,Source Verified,debt_consolidation,CA,28.72,0,0,64.0,14,0,17635,59.1,34,w,0.0,0,0.0,333500.0,28500.0,370,2013-12,0
13500,13500,36,12.49,451.56,B,B4,0,OWN,75000,Not Verified,debt_consolidation,OH,13.39,0,2,38.0,24,0,12920,29.6,44,w,0.0,0,76.0,82642.0,43700.0,354,2014-04,0
9000,9000,36,7.51,280.0,A,A3,1,MORTGAGE,55000,Source Verified,debt_consolidation,AL,16.14,0,3,,17,0,12753,27.3,45,f,0.0,0,,,,202,2011-11,0
9000,9000,36,11.14,295.25,B,B2,10,RENT,90000,Source Verified,debt_consolidation,CA,6.46,0,2,,9,0,9492,60.8,31,f,0.0,0,0.0,23522.0,15600.0,192,2013-04,0
10000,10000,36,19.05,366.82,D,D4,0,OWN,29120,Source Verified,debt_consolidation,NY,11.17,0,0,,2,0,10723,97.5,6,f,0.0,0,,,,221,2012-07,0
6125,6125,36,7.74,191.22,A,A3,0,RENT,75400,Not Verified,car,CA,12.86,0,1,,7,0,5583,12.5,15,f,0.0,0,,,,293,2009-08,0
21000,21000,36,6.62,644.78,A,A2,10,MORTGAGE,79285,Not Verified,debt_consolidation,CA,16.82,0,0,,10,0,9256,13.5,39,w,0.0,0,0.0,206448.0,68400.0,334,2014-03,0
23350,23350,36,13.11,788.0,B,B4,10,MORTGAGE,65166,Verified,credit_card,FL,14.94,0,0,,13,0,28382,83.7,20,f,0.0,0,0.0,151085.0,33900.0,176,2013-05,0
24250,24250,36,10.62,789.58,B,B3,2,MORTGAGE,120000,Verified,major_purchase,AL,0.88,0,0,,6,0,358,0.7,24,f,0.0,0,,,,283,2010-04,0
12000,12000,36,17.77,432.45,D,D1,10,RENT,75000,Verified,debt_consolidation,NJ,17.6,0,2,,10,0,15811,75.3,22,w,0.0,0,0.0,45983.0,21000.0,189,2013-02,0
23000,23000,60,15.88,557.85,C,C4,2,OWN,74000,Verified,debt_consolidation,OK,23.3,2,2,15.0,12,0,10400,58.1,29,w,0.0,0,0.0,391020.0,17900.0,304,2013-08,1
31825,31825,60,19.72,838.22,D,D5,5,MORTGAGE,71000,Verified,debt_consolidation,KS,14.54,0,0,26.0,8,0,15758,90.0,31,f,0.0,0,0.0,227897.0,17500.0,212,2012-12,0
10000,10000,36,12.42,334.16,B,B4,3,RENT,26000,Not Verified,debt_consolidation,CA,10.86,0,0,45.0,5,0,9020,91.1,20,f,0.0,0,,,,202,2012-01,1
35000,35000,60,17.57,880.61,D,D4,9,MORTGAGE,132000,Verified,debt_consolidation,UT,21.74,0,3,,13,0,20856,35.1,46,f,0.0,0,0.0,459759.0,59400.0,144,2014-05,1
3000,3000,36,15.31,104.46,C,C2,6,MORTGAGE,45000,Not Verified,home_improvement,GA,15.47,0,2,70.0,13,0,9885,49.2,17,f,0.0,0,,,,228,2012-07,0
3300,3300,36,10.99,108.03,B,B3,0,OWN,16800,Source Verified,vacation,NJ,4.29,0,0,,10,0,2430,38.0,11,f,0.0,0,,,,135,2011-05,0
7400,7400,36,14.33,254.11,C,C1,8,RENT,60000,Not Verified,debt_consolidation,VA,28.32,1,1,17.0,4,0,1990,79.6,13,f,0.0,0,275.0,41888.0,2500.0,193,2012-10,0
8000,8000,36,13.11,269.98,B,B4,7,MORTGAGE,100000,Not Verified,credit_card,CA,4.38,1,0,8.0,9,0,7433,59.0,19,f,0.0,0,0.0,477528.0,12600.0,235,2012-10,0
2600,2600,60,23.4,73.9,E,E5,5,MORTGAGE,70000,Verified,debt_consolidation,WA,33.79,0,1,66.0,19,0,26642,72.2,31,f,0.0,0,0.0,425364.0,36900.0,171,2014-01,0
8000,8000,60,13.06,182.28,C,C2,0,MORTGAGE,140341,Source Verified,debt_consolidation,CA,1.3,0,6,,6,0,3719,12.6,10,f,0.0,0,,,,225,2011-03,0
4800,4800,36,12.12,159.71,B,B3,10,MORTGAGE,37000,Verified,debt_consolidation,CA,21.66,0,0,,7,0,26301,71.5,12,w,0.0,0,0.0,71697.0,36800.0,217,2013-04,1
18500,18500,36,10.16,598.34,B,B1,3,MORTGAGE,170000,Not Verified,debt_consolidation,CO,22.19,0,0,,14,0,9403,49.2,18,w,0.0,0,0.0,389113.0,19100.0,116,2013-05,0
6625,6625,36,14.33,227.5,C,C1,6,RENT,23000,Source Verified,major_purchase,NY,13.25,0,1,63.0,12,0,3986,20.0,25,w,0.0,0,0.0,3986.0,19900.0,180,2013-01,0
8000,8000,36,7.29,248.08,A,A4,10,MORTGAGE,96000,Verified,debt_consolidation,CA,10.1,0,1,,9,0,23986,59.5,25,f,0.0,0,,,,271,2011-02,0
12000,12000,36,13.67,408.22,B,B5,10,MORTGAGE,85000,Verified,home_improvement,IN,12.0,0,1,,7,2,6782,62.2,11,f,0.0,0,150.0,150368.0,10900.0,193,2013-10,0
35000,35000,60,13.35,802.65,C,C2,10,RENT,116000,Verified,debt_consolidation,IL,18.08,0,0,36.0,17,0,33644,71.6,39,w,0.0,0,0.0,45371.0,47004.0,291,2014-10,0
10000,10000,36,11.99,332.1,B,B3,1,RENT,26000,Source Verified,credit_card,FL,14.82,0,0,72.0,5,1,11222,92.7,12,f,0.0,0,0.0,11222.0,12100.0,209,2014-01,1
8325,8325,36,11.14,273.11,B,B2,3,RENT,24278,Verified,credit_card,NY,17.7,0,0,,8,0,7598,33.5,10,f,0.0,0,0.0,11424.0,22700.0,179,2013-05,0
